name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Growth,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Total defending,Marking,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,International reputation,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace
B. Johnson RW ST,21,75,85,"Nottingham Forest
2019 ~ 2026",251421,"179cm / 5'10""",71kg / 157lbs,Right,76,RM,10,€12.5M,€43K,€26.3M,346,72,76,58,67,73,324,80,64,43,63,74,395,87,89,88,65,66,307,70,40,78,52,67,277,48,23,68,71,67,70,136,41,42,53,52,14,7,13,5,13,1837,402,1,88,72,67,77,41
Jota LW RW,23,77,83,"Celtic
2021 ~ 2027",234570,"175cm / 5'9""",67kg / 148lbs,Right,78,CAM,6,€16.5M,€50K,€33M,348,75,74,60,73,66,371,80,76,68,68,79,411,85,87,89,70,80,340,72,69,69,57,73,299,56,37,73,74,59,75,94,28,41,25,51,14,7,14,5,11,1914,408,1,86,72,73,80,37
M. Caicedo CDM CM,20,78,85,"Brighton & Hove Albion
2021 ~ 2027",256079,"178cm / 5'10""",71kg / 157lbs,Right,79,CDM,7,€26M,€42K,€54.6M,300,53,58,57,80,52,329,73,51,54,74,77,372,78,72,75,71,76,373,72,80,80,70,71,346,73,79,68,72,54,76,231,76,79,76,56,15,6,13,9,13,2007,432,1,75,63,69,75,76
C. Doucouré CDM CM,22,78,83,"Crystal Palace
2022 ~ 2026",242619,"180cm / 5'11""",73kg / 161lbs,Right,79,CDM,5,€20M,€43K,€39.5M,293,54,56,58,77,48,336,76,59,47,77,77,352,66,69,70,76,71,337,59,66,78,78,56,350,77,80,67,74,52,77,225,74,77,74,63,10,14,12,12,15,1956,422,1,68,57,69,76,75
J. Bellingham CM CAM,16,61,82,"Birmingham City
2022 ~ 2025",270964,"187cm / 6'2""",73kg / 161lbs,Right,63,CAM,21,€1M,€750,€2.9M,264,51,48,52,66,47,293,65,55,44,64,65,322,64,68,62,58,70,294,57,69,63,58,47,274,56,54,59,60,45,66,172,57,58,57,59,10,10,13,15,11,1678,356,1,66,50,60,65,56
J. Bellingham CM,19,85,91,"Borussia Dortmund
2020 ~ 2025",252371,"186cm / 6'1""",75kg / 165lbs,Right,87,CM,6,€81.5M,€44K,€154.9M,369,66,77,69,86,71,377,86,73,49,85,84,392,77,70,81,85,79,395,78,77,91,75,74,385,85,81,78,84,57,81,233,77,79,77,48,14,11,10,5,8,2199,470,3,73,75,79,84,78
J. Šutalo CB,22,78,85,"Dinamo Zagreb
2018 ~ 2028",256325,"190cm / 6'3""",82kg / 181lbs,Right,80,CB,7,€26.5M,€950,€63.6M,242,43,27,74,72,26,270,69,29,22,74,76,351,79,76,62,80,54,312,43,80,77,83,29,285,67,82,37,60,39,81,240,80,81,79,55,8,15,7,11,14,1755,397,1,77,32,59,71,80
T. Tomiyasu RB LB,23,78,83,"Arsenal
2021 ~ 2026",232938,"188cm / 6'2""",84kg / 185lbs,Right,80,CB,5,€20M,€59K,€39.5M,273,65,29,74,75,30,298,69,48,37,70,74,365,76,72,69,78,70,297,42,70,77,80,28,314,78,78,58,63,37,72,241,81,81,79,45,9,14,6,5,11,1833,403,1,74,33,67,71,80
M. Olise RW CAM RM,20,78,84,"Crystal Palace
2021 ~ 2026",247827,"178cm / 5'10""",68kg / 150lbs,Left,80,CAM,6,€22M,€46K,€46.2M,320,77,71,36,78,58,389,83,78,70,76,82,411,81,79,91,73,87,307,74,51,68,46,68,328,66,48,69,78,67,74,154,52,56,46,49,9,11,9,10,10,1958,416,1,80,70,77,83,50
R. Lavia CDM,18,70,83,"Southampton
2022 ~ 2027",263620,"181cm / 5'11""",75kg / 165lbs,Right,71,CDM,13,€3.5M,€7K,€8.8M,247,40,36,58,77,36,323,75,60,50,63,75,361,74,69,76,66,76,296,59,59,70,72,36,284,71,58,40,64,51,73,216,72,73,71,43,7,7,5,11,13,1770,390,1,71,42,63,75,68
K. Mitoma LM,25,79,80,"Brighton & Hove Albion
2021 ~ 2025",255565,"178cm / 5'10""",71kg / 157lbs,Right,80,CAM,1,€21M,€68K,€41.5M,344,69,76,52,78,69,363,87,71,62,59,84,410,89,79,89,75,78,336,69,65,72,62,68,333,58,57,75,80,63,77,169,56,59,54,56,10,13,10,14,9,2011,435,1,84,72,73,85,57
M. Guéhi CB,21,78,86,"Crystal Palace
2021 ~ 2026",241159,"182cm / 6'0""",82kg / 181lbs,Right,80,CB,8,€29.5M,€36K,€62M,261,35,42,76,76,32,286,65,42,32,75,72,358,68,77,68,80,65,294,49,70,70,79,26,279,73,79,35,54,38,74,238,81,79,78,52,8,9,11,12,12,1768,394,1,73,39,59,69,79
Gabriel CB,24,82,86,"Arsenal
2020 ~ 2027",232580,"190cm / 6'3""",87kg / 192lbs,Left,84,CB,4,€39.5M,€80K,€78M,260,38,31,85,78,28,267,52,47,27,74,67,305,61,73,51,83,37,309,51,70,71,87,30,309,84,82,44,59,40,74,248,83,84,81,50,12,8,13,10,7,1748,389,2,68,36,62,58,83
R. Gravenberch CM,20,79,88,"FC Bayern München
2022 ~ 2027",246104,"190cm / 6'3""",77kg / 170lbs,Right,82,CAM,9,€38.5M,€45K,€71.2M,358,75,76,58,80,69,390,84,74,69,78,85,383,76,78,80,73,76,385,78,72,81,75,79,338,52,74,74,80,58,76,197,69,69,59,49,12,8,6,11,12,2100,454,1,77,76,78,83,68
A. Güler CAM CM RM,17,73,86,"Fenerbahçe
2021 ~ 2025",264309,"176cm / 5'9""",61kg / 134lbs,Left,75,CAM,13,€7M,€6K,€17.7M,325,76,66,40,77,66,383,77,81,73,76,76,377,72,69,82,69,85,301,68,62,63,43,65,304,40,54,66,76,68,77,154,52,56,46,58,13,10,11,14,10,1902,389,1,70,66,76,77,52
F. Buonanotte CAM RM CM,17,68,83,"Brighton & Hove Albion
2023 ~ 2026",269495,"174cm / 5'9""",66kg / 146lbs,Left,70,CAM,15,€2.8M,€3K,€7.1M,290,54,66,50,69,51,328,72,59,61,66,70,335,76,74,66,52,67,295,60,61,59,51,64,242,32,23,64,68,55,52,66,20,22,24,47,8,9,7,14,9,1603,346,1,75,63,64,69,25
J. Zirkzee ST,21,73,82,"Bologna
2022 ~ 2026",250961,"193cm / 6'4""",89kg / 196lbs,Right,75,ST,9,€7M,€21K,€13.3M,327,55,77,58,70,67,334,76,68,66,45,79,332,68,69,66,69,60,357,73,66,63,84,71,267,43,14,73,70,67,74,50,20,14,16,51,6,11,12,8,14,1718,371,1,69,74,63,75,20
Moleiro LM CM CAM,18,76,88,"Las Palmas
2021 ~ 2026",264388,"172cm / 5'8""",67kg / 148lbs,Right,79,CAM,12,€17.5M,€4K,€31.5M,314,59,67,57,78,53,334,81,59,42,74,78,388,85,74,80,66,83,313,68,61,65,56,63,324,60,45,74,86,59,60,141,40,48,53,45,6,9,11,8,11,1859,400,1,79,66,72,78,46
Palhinha CDM CM,26,82,85,"Fulham
2022 ~ 2027",229391,"190cm / 6'3""",85kg / 187lbs,Right,85,CB,3,€36M,€72K,€71.1M,331,59,62,79,77,54,342,77,64,45,78,78,324,63,67,66,77,51,400,79,81,87,89,64,364,90,80,67,71,56,82,252,83,85,84,46,14,10,8,7,7,2059,446,1,65,65,70,75,83
R. Kolo Muani ST RM,23,82,86,"Eintracht Frankfurt
2022 ~ 2027",237679,"187cm / 6'2""",73kg / 161lbs,Right,83,ST,4,€44M,€40K,€78.1M,381,64,80,78,79,80,355,86,70,54,62,83,425,90,87,84,81,83,379,81,82,74,76,66,303,32,38,84,82,67,85,97,32,33,32,49,7,14,15,8,5,1989,426,1,88,77,72,84,38
F. Balogun ST,20,76,84,"Stade de Reims 
Jun 30, 2023 On loan",247463,"178cm / 5'10""",66kg / 146lbs,Right,78,ST,8,€16.5M,€55K,€0,347,56,80,69,69,73,309,75,59,45,55,75,381,79,79,74,75,74,339,75,56,66,73,69,280,49,18,79,60,74,76,49,18,15,16,57,10,12,12,13,10,1762,379,1,79,76,61,75,22
E. Ferguson ST CF,17,69,85,"Brighton & Hove Albion
2021 ~ 2028",259608,"188cm / 6'2""",75kg / 165lbs,Right,71,ST,16,€3.5M,€6K,€8.8M,289,40,74,66,62,47,274,63,45,52,45,69,348,72,77,66,64,69,337,71,70,64,73,59,274,61,13,73,60,67,66,47,20,13,14,54,9,8,14,12,11,1623,352,1,75,69,53,66,21
Fresneda RB,17,69,85,"Real Valladolid
2021 ~ 2025",266253,"179cm / 5'10""",70kg / 154lbs,Right,70,RWB,16,€3.3M,€500,€9M,263,63,43,55,67,35,281,75,50,30,53,73,365,78,76,72,65,74,278,43,57,76,68,34,273,59,63,57,53,41,60,197,65,68,64,48,14,5,12,6,11,1705,382,2,77,41,59,73,64
W. Endo CM CDM,29,79,79,"VfB Stuttgart
2020 ~ 2024",232487,"178cm / 5'10""",77kg / 170lbs,Right,79,CM,0,€17M,€32K,€30.6M,306,55,65,78,82,26,326,78,43,46,78,81,363,73,55,73,82,80,390,73,91,90,66,70,358,76,79,66,75,62,83,233,82,79,72,45,9,13,7,11,5,2021,433,2,63,66,71,79,79
Y. Moukoko ST,17,76,89,"Borussia Dortmund
2020 ~ 2026",240833,"179cm / 5'10""",72kg / 159lbs,Left,78,ST,13,€17M,€9K,€39.5M,335,47,79,65,69,75,311,79,68,42,44,78,409,82,83,84,75,85,351,77,77,64,67,66,281,52,32,78,59,60,71,86,30,31,25,60,13,13,11,10,13,1833,392,1,83,75,57,79,34
R. Højlund ST,19,73,83,"Atalanta
2022 ~ 2027",259399,"187cm / 6'2""",79kg / 174lbs,Left,75,ST,10,€6.5M,€22K,€12.4M,307,38,74,68,64,63,299,72,58,48,49,72,370,83,84,69,68,66,355,74,58,73,84,66,293,69,28,72,54,70,72,66,27,24,15,50,12,8,9,14,7,1740,386,1,84,72,53,71,29
X. Simons CAM RW LW,19,78,88,"PSV
2022 ~ 2027",245367,"179cm / 5'10""",58kg / 128lbs,Right,80,CAM,10,€30.5M,€12K,€48.8M,330,65,73,53,77,62,375,80,75,65,72,83,421,88,85,87,79,82,341,69,57,83,66,66,361,79,65,75,79,63,77,178,60,62,56,43,9,11,5,8,10,2049,445,1,86,70,74,82,61
B. Saka RW RM,20,85,90,"Arsenal
2018 ~ 2027",246669,"178cm / 5'10""",65kg / 143lbs,Left,86,LM,5,€80M,€110K,€158M,367,82,83,45,81,76,391,89,81,69,65,87,425,88,82,84,85,86,356,77,54,84,63,78,383,68,68,82,83,82,79,201,65,69,67,50,7,8,13,9,13,2173,465,2,85,80,79,87,65
N. Barella CM,25,85,87,"Inter
2020 ~ 2026",224232,"175cm / 5'9""",68kg / 150lbs,Right,86,CM,2,€67M,€100K,€118.9M,374,79,76,53,86,80,397,81,79,67,83,87,425,79,78,90,88,90,401,77,78,94,73,79,406,84,83,83,83,73,86,240,80,79,81,54,11,5,13,14,11,2297,481,3,78,77,82,85,78
Gabriel Martinelli LW LM,21,82,88,"Arsenal
2019 ~ 2027",251566,"178cm / 5'10""",75kg / 165lbs,Right,83,RM,6,€49M,€85K,€102.9M,381,75,83,72,77,74,364,89,72,65,55,83,428,91,88,86,81,82,344,77,55,82,63,67,335,80,37,80,78,60,77,131,44,44,43,35,10,6,7,6,6,2018,441,1,89,77,73,86,45
K. Thuram CM CDM,21,79,85,"Nice
2019 ~ 2025",247246,"192cm / 6'4""",81kg / 179lbs,Right,81,CM,6,€28M,€35K,€58.8M,360,72,75,76,82,55,366,80,72,56,78,80,367,75,74,71,78,69,380,74,74,81,80,71,363,70,77,78,79,59,79,228,77,77,74,50,7,9,14,11,9,2114,456,1,74,72,77,78,77
M. Tel ST LM RM,17,68,86,"FC Bayern München
2022 ~ 2027",268421,"183cm / 6'0""",77kg / 170lbs,Right,70,ST,18,€3M,€4K,€6.8M,304,56,67,55,64,62,319,74,65,52,55,73,361,79,76,74,58,74,326,79,61,50,67,69,245,44,17,67,61,56,66,78,21,26,31,54,12,9,15,7,11,1687,363,1,77,69,60,73,26
C. Baleba CM,18,65,79,"Lille
2022 ~ 2026",272500,"179cm / 5'10""",75kg / 165lbs,Left,67,CAM,14,€1.7M,€3K,€4.3M,258,42,42,59,72,43,296,64,53,43,68,68,366,76,79,73,63,75,330,66,72,65,74,53,295,65,54,59,67,50,61,184,59,64,61,52,11,6,8,14,13,1781,386,1,78,50,62,66,60
J. Ayew RW RM ST,30,74,74,"Crystal Palace
2019 ~ 2023",197756,"182cm / 6'0""",81kg / 179lbs,Right,74,RW,0,€4.1M,€47K,€7.8M,360,72,71,73,73,71,349,78,73,67,54,77,374,74,74,78,75,73,362,75,71,74,72,70,343,74,50,74,72,73,69,156,51,58,47,45,6,8,7,16,8,1989,420,2,74,72,69,77,55
L. Messi RW,35,91,91,"Paris Saint Germain
2021 ~ 2023",158023,"169cm / 5'7""",67kg / 148lbs,Left,92,CAM,0,€54M,€195K,€99.9M,423,84,90,70,91,88,464,95,93,93,90,93,441,87,76,91,92,95,383,86,68,70,68,91,346,44,40,93,94,75,96,79,20,35,24,54,6,11,15,14,8,2190,452,5,81,89,90,94,34
D. Szoboszlai CAM LM,21,81,87,"RB Leipzig
2021 ~ 2026",236772,"186cm / 6'1""",74kg / 163lbs,Right,83,CAM,6,€41.5M,€46K,€78.9M,382,81,77,58,81,85,422,83,90,87,79,83,387,78,88,80,78,63,384,87,69,74,67,87,310,40,32,77,82,79,80,90,35,30,25,49,10,10,13,10,6,2024,426,2,84,82,82,81,34
S. Pafundi CAM RM,16,67,86,"Udinese
2022 ~ 2025",271575,"164cm / 5'5""",59kg / 130lbs,Left,69,CAM,19,€2.5M,€750,€5.8M,308,64,61,55,67,61,351,71,74,71,64,71,398,83,76,87,57,95,289,73,64,45,42,65,311,61,55,61,65,69,70,122,47,39,36,43,7,10,11,7,8,1822,377,1,79,65,66,73,46
T. Kubo ST RM CAM,21,78,85,"Real Sociedad
2022 ~ 2027",237681,"173cm / 5'8""",67kg / 148lbs,Left,81,CAM,7,€29M,€28K,€66.7M,362,72,83,60,74,73,381,83,75,73,65,85,417,88,79,85,82,83,337,75,52,75,59,76,290,43,29,81,68,69,68,127,38,43,46,48,6,7,15,10,10,1962,416,1,83,79,71,83,41
E. Haaland ST,21,90,94,"Manchester City
2022 ~ 2027",239085,"195cm / 6'5""",94kg / 207lbs,Left,92,ST,4,€176.5M,€240K,€339.8M,386,47,95,80,75,89,352,78,77,62,53,82,419,82,94,76,93,74,430,94,78,79,93,86,382,87,42,95,74,84,87,123,41,53,29,52,7,14,13,11,7,2144,462,4,89,92,65,80,48
J. David ST,22,81,85,"Lille
2020 ~ 2025",243630,"175cm / 5'9""",70kg / 154lbs,Right,83,ST,4,€38M,€41K,€75.1M,380,67,84,76,77,76,343,79,58,58,69,79,393,81,85,75,82,70,399,79,86,83,77,74,332,55,33,85,73,86,81,77,29,29,19,39,7,7,11,7,7,1963,422,2,83,81,71,78,34
W. Saliba CB,21,83,89,"Arsenal
2019 ~ 2024",243715,"193cm / 6'4""",85kg / 187lbs,Right,85,CB,6,€53M,€73K,€111.3M,284,58,37,72,83,34,318,72,55,35,76,80,356,78,86,50,83,59,313,60,74,69,87,23,320,83,85,43,62,47,81,255,85,87,83,42,7,10,6,8,11,1888,428,2,82,39,69,73,84
M. Mudryk LM LW,21,75,85,"Chelsea
2023 ~ 2031",246340,"175cm / 5'9""",61kg / 134lbs,Right,76,CAM,10,€12.5M,€57K,€26.3M,287,69,66,39,66,47,348,80,62,63,64,79,411,93,90,86,67,75,314,69,60,64,53,68,286,62,28,69,75,52,70,141,51,52,38,49,10,12,14,6,7,1836,406,1,91,66,68,79,44
K. Kvaratskhelia LW CAM,21,81,87,"Napoli
2022 ~ 2027",247635,"183cm / 6'0""",70kg / 154lbs,Right,83,CAM,6,€41.5M,€53K,€78.9M,359,75,78,62,80,64,395,85,82,65,76,87,398,83,84,84,74,73,364,78,59,79,70,78,328,62,40,80,81,65,82,111,38,39,34,54,9,15,8,14,8,2009,434,2,84,77,78,84,41
Gabri Veiga CM CAM,20,71,85,"Celta de Vigo
2019 ~ 2026",258729,"184cm / 6'0""",71kg / 157lbs,Right,75,CAM,14,€4.5M,€11K,€12.3M,303,55,78,52,73,45,337,76,56,54,72,79,348,72,71,74,66,65,343,73,60,69,65,76,300,46,62,65,67,60,68,158,41,62,55,55,13,14,13,6,9,1844,401,2,71,73,66,75,54
António Silva CB,18,78,88,"Benfica
2022 ~ 2027",270086,"187cm / 6'2""",80kg / 176lbs,Right,80,CB,10,€27.5M,€4K,€60.5M,271,45,28,74,74,50,277,69,36,26,73,73,338,75,79,53,79,52,305,51,67,83,82,22,287,66,80,34,67,40,77,239,80,81,78,44,12,10,8,6,8,1761,399,1,77,33,62,69,80
T. Almada CAM CM CF,21,77,87,"Atlanta United
2022 ~ 2025",245371,"171cm / 5'7""",62kg / 137lbs,Right,79,CAM,10,€23.5M,€7K,€38.8M,325,66,72,39,75,73,397,82,85,80,70,80,431,91,81,92,74,93,333,75,56,75,55,72,342,64,58,70,73,77,81,157,47,57,53,47,12,8,9,8,10,2032,429,1,86,73,73,83,52
Kim Min Jae CB,25,80,82,"Napoli
2022 ~ 2025",237086,"190cm / 6'3""",81kg / 179lbs,Right,82,CB,2,€23.5M,€52K,€41.7M,233,35,23,78,73,24,251,57,36,23,69,66,367,75,84,65,78,65,333,51,80,77,88,37,297,84,78,48,57,30,72,243,81,82,80,56,13,7,11,14,11,1780,397,2,80,33,57,63,80
S. Giménez ST,21,77,85,"Feyenoord
2022 ~ 2026",245152,"182cm / 6'0""",69kg / 152lbs,Left,79,ST,8,€24M,€10K,€38.4M,359,60,81,80,70,68,334,74,69,50,66,75,354,75,74,72,63,70,395,77,82,79,84,73,365,78,51,82,73,81,69,136,55,49,32,48,6,14,12,6,10,1991,426,1,74,78,67,73,53
V. Osimhen ST,23,85,88,"Napoli
2020 ~ 2025",232293,"185cm / 6'1""",78kg / 172lbs,Right,86,ST,3,€74.5M,€86K,€132.2M,385,62,90,83,72,78,327,80,63,49,54,81,412,87,93,78,86,68,410,80,90,81,86,73,335,68,34,88,70,75,80,103,36,45,22,53,14,14,10,9,6,2025,441,2,90,83,65,80,42
K. Adeyemi LM RM ST,20,78,87,"Borussia Dortmund
2022 ~ 2027",251852,"180cm / 5'11""",75kg / 165lbs,Left,79,LM,9,€31M,€33K,€58.9M,351,66,77,63,74,71,350,80,67,62,64,77,436,95,96,88,76,81,381,76,91,75,65,74,298,59,23,76,70,70,74,62,18,19,25,50,12,12,7,12,7,1928,413,1,96,76,69,79,25
T. Partey CDM CM,29,85,85,"Arsenal
2020 ~ 2024",209989,"185cm / 6'1""",77kg / 170lbs,Right,85,CDM,0,€46M,€130K,€87.4M,350,74,66,68,86,56,394,85,69,70,86,84,337,63,75,67,82,50,410,86,83,79,84,78,370,84,82,70,85,49,87,246,82,85,79,49,11,13,9,9,7,2156,468,2,70,71,82,81,81
L. Openda ST,22,79,85,"Lens
2022 ~ 2027",243580,"177cm / 5'10""",79kg / 174lbs,Right,81,ST,6,€28.5M,€37K,€59.9M,363,69,80,74,72,68,315,77,59,44,59,76,431,94,93,81,80,83,393,76,92,78,78,69,324,74,26,80,69,75,75,71,29,23,19,48,9,8,10,8,13,1945,421,1,93,76,67,77,30
G. Bazunu GK,20,71,85,"Southampton
2022 ~ 2027",243585,"189cm / 6'2""",78kg / 172lbs,Right,71,GK,14,€4M,€15K,€10.1M,79,11,5,11,45,7,109,12,14,12,51,20,253,49,43,54,65,42,205,55,79,16,50,5,108,16,9,8,60,15,38,39,16,12,11,354,72,68,73,67,74,1147,401,1,72,68,73,74,47
M. van de Ven CB LB,21,77,85,"VfL Wolfsburg
2021 ~ 2027",264453,"193cm / 6'4""",81kg / 179lbs,Left,79,CB,8,€22M,€28K,€41.8M,289,58,37,78,69,47,282,67,37,34,73,71,343,76,91,59,68,49,320,48,68,69,84,51,290,79,78,48,46,39,68,233,76,79,78,51,7,13,13,11,7,1808,409,1,84,43,59,67,78
W. Zaha LW CF LM,29,82,82,"Crystal Palace
2015 ~ 2023",198717,"180cm / 5'11""",66kg / 146lbs,Right,82,LW,0,€30M,€85K,€57M,344,75,80,47,74,68,367,87,71,54,69,86,413,88,91,85,74,75,368,83,58,78,77,72,336,77,35,78,70,76,80,109,34,39,36,61,15,10,15,11,10,1998,438,2,90,78,72,85,37
M. Ødegaard CAM CM,23,86,89,"Arsenal
2021 ~ 2026",222665,"178cm / 5'10""",68kg / 150lbs,Left,88,CAM,3,€93M,€125K,€183.7M,383,84,81,52,89,77,426,86,83,85,85,87,394,78,71,85,77,83,346,81,46,81,56,82,362,63,65,82,89,63,82,165,65,49,51,62,14,15,15,8,10,2138,447,3,74,80,87,85,58
D. Ndoye RM LM,21,69,80,"Basel
2022 ~ 2026",257980,"184cm / 6'0""",79kg / 174lbs,Right,70,CAM,11,€3.1M,€7K,€5.3M,306,65,64,52,67,58,310,72,58,57,53,70,372,80,82,74,64,72,314,70,58,61,64,61,277,56,30,67,64,60,63,143,48,48,47,61,10,14,10,15,12,1783,385,1,81,64,63,71,45
E. Fernández CM CDM,21,81,88,"Chelsea
2023 ~ 2031",247090,"178cm / 5'10""",76kg / 168lbs,Right,83,CM,7,€52M,€86K,€109.2M,356,66,64,66,85,75,390,78,77,69,85,81,381,77,72,76,79,77,395,83,70,85,79,78,391,82,74,79,86,70,80,225,76,75,74,39,8,6,7,8,10,2177,460,1,74,72,80,79,74
Z. Debast CB,18,70,84,"Anderlecht
2019 ~ 2025",254262,"189cm / 6'2""",76kg / 168lbs,Right,72,CDM,14,€3.5M,€3K,€7.4M,296,69,51,68,71,37,331,69,58,59,74,71,310,61,71,56,69,53,327,60,66,74,71,56,295,75,67,53,58,42,67,208,68,71,69,38,6,6,15,6,5,1805,395,1,67,53,67,67,69
J. Enciso LM RM CAM,18,66,83,"Brighton & Hove Albion
2022 ~ 2026",255434,"174cm / 5'9""",64kg / 141lbs,Right,68,CAM,17,€2.2M,€6K,€5.6M,273,61,65,39,60,48,296,74,50,64,38,70,378,79,77,78,65,79,285,74,49,50,42,70,275,56,30,63,63,63,67,93,28,33,32,50,10,7,9,13,11,1650,353,1,78,67,57,73,31
J. Andersen CB,26,78,81,"Crystal Palace
2021 ~ 2026",224221,"192cm / 6'4""",90kg / 198lbs,Right,80,CDM,3,€16.5M,€51K,€32.6M,287,49,40,76,79,43,342,64,64,52,87,75,282,50,55,48,77,52,358,73,76,70,86,53,313,82,77,45,65,44,77,231,78,78,75,58,13,7,9,15,14,1871,396,2,53,50,69,66,77
D. Rice CDM CM,23,84,87,"West Ham United
2015 ~ 2024",234378,"185cm / 6'1""",80kg / 176lbs,Right,85,CDM,3,€52M,€83K,€102.7M,321,55,61,72,83,50,367,78,61,65,84,79,345,68,74,55,81,67,386,78,74,90,79,65,377,84,85,58,79,71,83,246,82,84,80,47,8,11,14,5,9,2089,452,1,71,65,75,76,82
Rafael Leão LW CF ST,23,84,89,"Milan
2019 ~ 2024",241721,"188cm / 6'2""",81kg / 179lbs,Right,84,LW,5,€63.5M,€90K,€112.7M,376,77,82,65,78,74,378,89,80,60,63,86,432,92,92,85,83,80,372,80,62,77,80,73,303,60,24,82,74,63,83,67,22,24,21,57,10,12,15,11,9,1985,432,1,92,78,74,87,27
J. Álvarez ST RW,22,79,86,"Manchester City
2022 ~ 2027",246191,"170cm / 5'7""",71kg / 157lbs,Right,82,CAM,7,€36M,€110K,€73.8M,376,75,82,68,76,75,394,82,80,74,74,84,410,81,77,87,78,87,382,84,69,79,70,80,363,84,46,82,78,73,82,159,60,53,46,45,6,10,8,15,6,2129,449,1,79,81,76,83,55
W. Weghorst ST,29,78,78,"Manchester United
Jun 30, 2023 On loan",223689,"197cm / 6'6""",84kg / 185lbs,Right,78,ST,0,€14M,€54K,€0,357,38,76,88,77,78,287,65,40,48,54,80,295,53,64,57,81,40,399,84,72,85,90,68,345,87,37,80,70,71,74,154,48,64,42,62,11,9,14,16,12,1899,406,2,59,76,61,69,54
Ansu Fati LW ST,19,79,89,"FC Barcelona
2018 ~ 2027",253004,"178cm / 5'10""",66kg / 146lbs,Right,80,CAM,10,€38M,€84K,€85.5M,359,69,82,66,73,69,379,82,75,73,69,80,425,90,87,89,77,82,332,74,75,63,48,72,295,48,19,80,74,74,82,83,23,32,28,40,6,9,8,10,7,1913,402,2,88,77,72,82,30
Gonçalo Ramos ST,21,80,87,"Benfica
2019 ~ 2025",256903,"185cm / 6'1""",82kg / 181lbs,Right,82,ST,7,€43M,€15K,€94.6M,369,60,82,80,73,74,328,76,64,45,65,78,391,78,77,78,82,76,402,83,84,89,79,67,330,80,44,83,63,60,75,124,43,47,34,53,15,9,7,7,15,1997,426,1,77,78,65,77,47
B. Šeško ST,19,74,85,"Salzburg
2021 ~ 2026",260592,"193cm / 6'4""",77kg / 170lbs,Right,76,ST,11,€9M,€16K,€15.3M,335,55,75,71,66,68,315,72,59,56,52,76,369,77,84,74,66,68,388,79,83,73,83,70,290,62,32,74,61,61,73,119,42,42,35,43,10,8,5,14,6,1859,406,1,81,74,60,73,42
Balde LB RB LM,18,77,87,"FC Barcelona
2021 ~ 2024",263578,"175cm / 5'9""",69kg / 152lbs,Left,77,LB,10,€21M,€29K,€47.3M,300,76,51,63,78,32,301,75,56,28,65,77,406,90,91,81,70,74,275,53,45,75,63,39,291,47,68,63,72,41,64,215,66,74,75,43,5,8,7,10,13,1831,416,1,91,48,71,75,69
R. Lewis RB,17,70,87,"Manchester City
2022 ~ 2024",271574,"175cm / 5'9""",70kg / 154lbs,Right,71,RWB,17,€3.8M,€2K,€9.4M,260,64,44,49,73,30,297,70,54,42,60,71,364,73,77,73,66,75,261,46,60,69,49,37,287,58,65,55,59,50,67,200,58,72,70,55,11,8,11,12,13,1724,373,1,75,43,64,71,64
Cristiano Ronaldo ST,37,87,87,"Al Nassr
2023 ~ 2025",20801,"187cm / 6'2""",83kg / 183lbs,Right,87,ST,0,€27M,€72K,€45.9M,416,77,90,89,76,84,389,79,79,75,70,86,390,75,82,77,89,67,419,92,95,70,75,87,349,62,29,92,76,90,93,80,24,32,24,58,7,11,15,14,11,2101,432,5,79,90,75,82,34
Florentino CDM CM,22,79,85,"Benfica
2017 ~ 2027",234569,"184cm / 6'0""",74kg / 163lbs,Right,80,CDM,6,€26M,€13K,€57.2M,260,41,35,67,81,36,294,69,44,32,77,72,327,55,60,71,76,65,326,65,60,81,77,43,325,78,82,61,66,38,76,232,75,80,77,58,6,14,14,10,14,1822,392,1,58,44,65,71,77
G. Rutter CF RW,20,73,83,"Leeds United
2023 ~ 2028",245637,"182cm / 6'0""",83kg / 183lbs,Left,75,ST,10,€6.5M,€25K,€13.7M,332,52,72,73,67,68,308,79,56,45,51,77,382,76,78,76,73,79,353,73,75,66,70,69,251,35,12,74,62,68,71,60,17,26,17,50,6,10,14,10,10,1736,370,1,77,71,59,77,24
C. Chukwuemeka CM CAM CF,18,64,84,"Chelsea
2022 ~ 2028",259356,"187cm / 6'2""",70kg / 154lbs,Right,69,CAM,20,€1.6M,€7K,€4.6M,288,53,66,46,71,52,312,72,55,46,67,72,317,67,63,57,55,75,263,56,50,50,61,46,299,58,48,66,69,58,69,154,50,50,54,54,12,12,9,11,10,1687,365,1,65,59,64,70,50
